"FilePath","DebugSize","ImageVersion","IatRVA","ExportSize","ResourceSize","VirtualSize2","NumberOfSections"
"C:/Users/Alina\AppData\Local\Android\Sdk\tools\lib\find_java64.exe",0,0,290816,0,0,75424,17
"C:/Users/Alina\AppData\Local\Android\Sdk\tools\lib\monitor-x86\eclipsec.exe",0,0,16652,0,0,1436,3
"C:/Users/Alina\AppData\Local\Android\Sdk\tools\lib\monitor-x86\monitor.exe",0,0,16652,0,293944,1436,4
"C:/Users/Alina\AppData\Local\Android\Sdk\tools\lib\monitor-x86\plugins\org.eclipse.equinox.launcher.win32.win32.x86_1.1.200.v20120913-144807\eclipse_1503.dll",0,0,37284,556,0,3084,4
"C:/Users/Alina\AppData\Local\Android\Sdk\tools\lib\monitor-x86_64\eclipsec.exe",0,0,17372,0,0,2766,4
"C:/Users/Alina\AppData\Local\Android\Sdk\tools\lib\monitor-x86_64\monitor.exe",0,0,17372,0,293944,2766,5
"C:/Users/Alina\AppData\Local\Android\Sdk\tools\lib\monitor-x86_64\plugins\org.eclipse.equinox.launcher.win32.win32.x86_64_1.1.200.v20120913-144807\eclipse_1503.dll",0,0,46872,535,0,5191,5
"C:/Users/Alina\AppData\Local\Google\Chrome\User Data\Default\Cache\f_0079d0",84,0,427700,0,91624,126304,6
"C:/Users/Alina\AppData\Local\Google\Chrome\User Data\PepperFlash\32.0.0.142\pepflashplayer.dll",84,0,28991864,1864,2200,1072,10
"C:/Users/Alina\AppData\Local\Google\Chrome\User Data\SwReporter\38.192.200.3\edls_64.dll",112,0,442088,152,1488,126770,6
"C:/Users/Alina\AppData\Local\Google\Chrome\User Data\SwReporter\38.192.200.3\em000_64.dll",56,0,28388,84,1096,3904,6
"C:/Users/Alina\AppData\Local\Google\Chrome\User Data\SwReporter\38.192.200.3\em001_64.dll",56,0,0,88,1096,39016,6
"C:/Users/Alina\AppData\Local\Google\Chrome\User Data\SwReporter\38.192.200.3\em002_64.dll",56,0,0,81,2203744,46161,6
"C:/Users/Alina\AppData\Local\Google\Chrome\User Data\SwReporter\38.192.200.3\em003_64.dll",56,0,0,81,1096,199489,6
"C:/Users/Alina\AppData\Local\Google\Chrome\User Data\SwReporter\38.192.200.3\em004_64.dll",84,0,0,81,1104,3161537,6
"C:/Users/Alina\AppData\Local\Google\Chrome\User Data\SwReporter\38.192.200.3\em005_64.dll",56,0,0,88,90616,89256,6
"C:/Users/Alina\AppData\Local\Google\Chrome\User Data\SwReporter\38.192.200.3\software_reporter_tool.exe",28,0,2607657,128,11155816,494908,10
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\clion64.exe",28,0,165292,0,1126872,41924,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\elevator.exe",112,0,98604,0,35392,26776,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\fsnotifier.exe",0,0,78452,0,1336,18850,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\fsnotifier64.exe",0,0,90364,0,1344,27078,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\IdeaWin32.dll",0,0,66148,356,1344,18546,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\IdeaWin64.dll",0,0,77784,341,1344,26446,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\jumplistbridge.dll",28,0,47116,326,436,12326,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\jumplistbridge64.dll",0,0,53924,313,436,15401,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\launcher.exe",112,0,106700,0,1368,26732,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\restarter.exe",0,0,74212,0,1328,18454,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\runnerw.exe",84,0,113132,0,1320,29048,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\WinProcessListHelper.exe",56,0,156812,0,480,35726,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\yjpagent.dll",0,0,2375516,11158,0,1538854,4
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\yjpagent64.dll",0,0,2686828,10465,0,1674081,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\clang\win\clang-tidy.exe",28,0,17971900,0,1136,5172196,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\clang\win\clangd.exe",28,0,16019476,0,1128,2126266,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\cmake\cygwin\bin\cmake.exe",28,0,6184960,0,1256,8872,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\cmake\cygwin\bin\cpack.exe",28,0,6578176,0,1256,8296,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\cmake\cygwin\bin\ctest.exe",28,0,7335936,0,1256,9416,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\cmake\win\bin\cmake.exe",28,0,5577132,0,1292,841266,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\cmake\win\bin\cmcldeps.exe",28,0,658420,0,1292,173790,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\cmake\win\bin\cpack.exe",28,0,5404940,0,1292,836056,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\cmake\win\bin\ctest.exe",28,0,6085148,0,1292,914716,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\winbreak32.exe",0,0,28672,0,0,36,8
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\winbreak64.exe",0,0,36864,0,0,208,14
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\gdb.exe",0,1,11251712,0,0,353540,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\gdbserver.exe",0,1,319488,0,0,724,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\libgcc_s_sjlj-1.dll",0,1,106496,2999,0,32,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\libssp-0.dll",0,1,28672,361,0,28,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\libstdc++-6.dll",0,1,892928,190894,0,27160,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\libwinpthread-1.dll",0,1,57344,4261,1104,64,11
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\pyexpat.pyd",84,0,142416,80,2576,18502,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\python3.dll",84,0,0,46388,2576,46696,3
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\python36.dll",84,0,2798324,44228,2584,1081436,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\select.pyd",84,0,13836,76,2576,3144,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\sqlite3.dll",84,0,834768,7168,2176,63400,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\unicodedata.pyd",84,0,779720,88,2584,761148,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\vcruntime140.dll",56,10,69828,2324,1024,1700,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\winsound.pyd",84,0,14192,80,2584,3442,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\_asyncio.pyd",84,0,28256,80,2584,6650,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\_bz2.pyd",84,0,65320,72,2576,10280,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\_ctypes.pyd",84,0,78644,132,2576,18576,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\_decimal.pyd",84,0,170096,80,2584,14380,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\_elementtree.pyd",84,0,141192,88,2592,18352,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\_hashlib.pyd",84,0,1046192,80,2584,222508,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\_lzma.pyd",84,0,168940,76,2576,32028,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\_msi.pyd",84,0,21112,72,2576,7182,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\_multiprocessing.pyd",84,0,14816,96,2600,4662,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\_overlapped.pyd",84,0,19496,88,2584,5718,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\_socket.pyd",84,0,39472,80,2576,10152,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\_sqlite3.pyd",84,0,45360,80,2584,13922,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\bin\gdb\win\bin\_ssl.pyd",84,0,1339944,72,2576,272790,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\attach.dll",28,0,14436,906,904,5290,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\awt.dll",28,0,1266080,43920,64536,348496,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\decora_sse.dll",0,0,75832,3174,888,11130,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\dt_shmem.dll",28,0,23504,856,912,5448,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\dt_socket.dll",28,0,16756,85,912,6069,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\fontmanager.dll",28,0,617012,2714,920,287674,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\freetype.dll",0,0,544104,7616,436,147536,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\fxplugins.dll",0,0,110176,80,888,31932,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\glass.dll",0,0,227524,7474,9768,75540,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\glib-lite.dll",0,0,429296,1630,880,232926,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\gstreamer-lite.dll",0,0,570600,791,904,128996,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\hprof.dll",28,0,145268,98,896,28530,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\instrument.dll",28,0,109004,857,920,30025,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\j2pcsc.dll",28,0,13464,692,904,3204,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\j2pkcs11.dll",28,0,51396,4214,912,11814,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\jaas_nt.dll",28,0,14716,192,904,4064,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\jabswitch.exe",28,0,25028,0,2248,10874,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\java-rmi.exe",28,0,9128,0,2428,1986,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\java.dll",28,0,121184,16018,896,39618,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\java.exe",28,0,155048,0,11840,35086,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\JavaAccessBridge-64.dll",28,0,131424,2104,1888,65592,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\javafx_font.dll",0,0,60992,5200,888,22212,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\javafx_iio.dll",0,0,119648,477,880,18304,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\javaw.exe",28,0,155036,0,11840,35070,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\java_crw_demo.dll",28,0,22776,116,928,3588,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\jawt.dll",28,0,8936,71,896,1639,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\JAWTAccessBridge-64.dll",28,0,8868,252,1888,1628,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\jdwp.dll",28,0,188160,97,896,30273,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\jfxmedia.dll",0,0,124696,4565,888,37256,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\jfxwebkit.dll",0,0,35781196,606811,1336,19732272,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\jjs.exe",28,0,9176,0,2396,2034,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\jli.dll",28,0,155004,365,888,35437,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\jpeg.dll",28,0,146940,1503,896,22767,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\jsdt.dll",28,0,13964,295,896,3031,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\jsound.dll",28,0,27384,2370,904,7378,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\jsoundds.dll",28,0,22240,1174,912,4534,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\keytool.exe",28,0,9192,0,2416,2050,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\kinit.exe",28,0,9200,0,2408,2058,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\klist.exe",28,0,9200,0,2408,2058,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\ktab.exe",28,0,9192,0,2408,2050,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\lcms.dll",28,0,196076,577,896,26321,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\management.dll",28,0,24560,6064,920,12512,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\mlib_image.dll",28,0,641432,290,920,61090,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\msvcp120.dll",28,10,602768,122144,1000,261394,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\msvcr100.dll",28,10,680108,42884,1016,134132,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\msvcr120.dll",28,10,894272,52127,1000,211106,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\net.dll",28,0,78904,7524,888,23796,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\nio.dll",28,0,38272,10516,888,20436,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\npt.dll",28,0,13804,95,888,2847,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\orbd.exe",28,0,9320,0,2408,2178,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\pack200.exe",28,0,9200,0,2416,2058,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\policytool.exe",28,0,9208,0,2436,2066,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\prism_common.dll",0,0,50484,289,888,6388,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\prism_d3d.dll",0,0,120084,4163,888,73596,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\prism_sw.dll",0,0,85560,1270,888,33200,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\rmid.exe",28,0,9184,0,2408,2042,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\rmiregistry.exe",28,0,9192,0,2436,2050,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\servertool.exe",28,0,9208,0,2436,2066,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\splashscreen.dll",28,0,201280,727,928,44295,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\sunec.dll",28,0,118704,298,896,46506,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\sunmscapi.dll",28,0,23348,1408,912,6560,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\tnameserv.exe",28,0,9360,0,2428,2218,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\unpack.dll",28,0,70220,504,904,14856,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\unpack200.exe",28,0,192512,0,1524,44439,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\verify.dll",28,0,41996,165,904,11781,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\w2k_lsa_auth.dll",28,0,16324,232,928,5848,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\WindowsAccessBridge-64.dll",28,0,90772,3649,1904,31121,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\zip.dll",28,0,68920,2047,888,23759,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\jre64\bin\server\jvm.dll",0,0,7586832,106867,1240,1768803,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\lib\libpty\win\x86\winpty-agent.exe",56,0,566152,0,1084,81129,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\lib\libpty\win\x86\winpty.dll",56,0,500432,966,1084,73078,8
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\lib\libpty\win\x86_64\cyglaunch.exe",28,0,36864,0,1256,136,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\lib\libpty\win\x86_64\winpty-agent.exe",56,0,730928,0,1084,141690,10
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\lib\libpty\win\x86_64\winpty.dll",56,0,644544,966,1084,123478,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\lib\libpty\win\xp\winpty-agent.exe",56,0,566160,0,1084,80985,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\lib\libpty\win\xp\winpty.dll",56,0,500444,966,1084,73078,8
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\pydevd_attach_to_process\attach_amd64.dll",28,0,334092,124,0,99132,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\pydevd_attach_to_process\attach_x86.dll",28,0,265288,120,0,66696,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\third_party\wrapped_for_pydev\ctypes\_ctypes.dll",0,1,86016,74,0,6560,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\_pydevd_bundle\pydevd_cython_win32_26_32.pyd",0,0,219276,110,476,10078,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\_pydevd_bundle\pydevd_cython_win32_26_64.pyd",0,0,262296,110,476,16574,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\_pydevd_bundle\pydevd_cython_win32_27_32.pyd",0,0,223372,110,0,10126,4
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\_pydevd_bundle\pydevd_cython_win32_27_64.pyd",0,0,262360,110,0,16702,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\_pydevd_bundle\pydevd_cython_win32_34_32.pyd",0,0,219292,113,0,10273,4
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\_pydevd_bundle\pydevd_cython_win32_34_64.pyd",0,0,245860,113,0,16753,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\_pydevd_bundle\pydevd_cython_win32_35_32.cp35-win32.pyd",28,0,214140,124,248,13306,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\_pydevd_bundle\pydevd_cython_win32_35_64.cp35-win_amd64.pyd",28,0,245632,128,248,20954,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\_pydevd_bundle\pydevd_cython_win32_36_32.cp36-win32.pyd",28,0,226444,124,248,13356,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\_pydevd_bundle\pydevd_cython_win32_36_64.cp36-win_amd64.pyd",28,0,262016,128,248,20992,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\_pydevd_bundle\pydevd_cython_win32_37_32.cp37-win32.pyd",28,0,230556,124,248,13480,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\_pydevd_bundle\pydevd_cython_win32_37_64.cp37-win_amd64.pyd",28,0,262512,128,248,21612,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\_pydevd_frame_eval\pydevd_frame_evaluator_win32_36_32.cp36-win32.pyd",28,0,54368,144,248,8732,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\_pydevd_frame_eval\pydevd_frame_evaluator_win32_36_64.cp36-win_amd64.pyd",28,0,61412,148,248,12332,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\_pydevd_frame_eval\pydevd_frame_evaluator_win32_37_32.cp37-win32.pyd",28,0,54384,144,248,8878,6
