"FilePath","DebugSize","ImageVersion","IatRVA","ExportSize","ResourceSize","VirtualSize2","NumberOfSections"
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\python\helpers\pydev\_pydevd_frame_eval\pydevd_frame_evaluator_win32_37_64.cp37-win_amd64.pyd",28,0,61668,148,248,12738,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\tfsIntegration\lib\native\win32\x86\native_auth.dll",28,0,52564,1341,0,10365,4
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\tfsIntegration\lib\native\win32\x86\native_console.dll",28,0,44356,409,0,9481,4
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\tfsIntegration\lib\native\win32\x86\native_credential.dll",28,0,44372,379,0,9515,4
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\tfsIntegration\lib\native\win32\x86\native_filesystem.dll",28,0,48500,775,0,10215,4
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\tfsIntegration\lib\native\win32\x86\native_messagewindow.dll",28,0,44388,287,0,9567,4
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\tfsIntegration\lib\native\win32\x86\native_misc.dll",28,0,44388,813,0,10157,4
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\tfsIntegration\lib\native\win32\x86\native_registry.dll",28,0,48484,1037,0,10349,4
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\tfsIntegration\lib\native\win32\x86\native_synchronization.dll",28,0,44388,919,0,10071,4
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\tfsIntegration\lib\native\win32\x86_64\native_auth.dll",28,0,59836,1286,0,13798,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\tfsIntegration\lib\native\win32\x86_64\native_console.dll",28,0,50556,397,0,11885,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\tfsIntegration\lib\native\win32\x86_64\native_credential.dll",28,0,50652,367,0,12015,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\tfsIntegration\lib\native\win32\x86_64\native_filesystem.dll",28,0,55532,747,0,13483,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\tfsIntegration\lib\native\win32\x86_64\native_messagewindow.dll",28,0,50676,275,0,12179,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\tfsIntegration\lib\native\win32\x86_64\native_misc.dll",28,0,50804,788,0,12804,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\tfsIntegration\lib\native\win32\x86_64\native_registry.dll",28,0,55580,981,0,13637,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.4505.18\plugins\tfsIntegration\lib\native\win32\x86_64\native_synchronization.dll",28,0,50588,887,0,12471,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\clion64.exe",28,0,165292,0,1126872,41924,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\elevator.exe",112,0,98604,0,35392,26776,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\fsnotifier.exe",0,0,78452,0,1336,18850,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\fsnotifier64.exe",0,0,90364,0,1344,27078,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\IdeaWin32.dll",0,0,66148,356,1344,18546,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\IdeaWin64.dll",0,0,77784,341,1344,26446,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\jumplistbridge.dll",28,0,47116,326,436,12326,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\jumplistbridge64.dll",0,0,53924,313,436,15401,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\launcher.exe",112,0,106700,0,1368,26732,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\restarter.exe",0,0,74212,0,1328,18454,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\runnerw.exe",84,0,113132,0,1320,29048,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\WinProcessListHelper.exe",56,0,156812,0,480,35726,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\yjpagent.dll",0,0,2375516,11158,0,1538854,4
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\yjpagent64.dll",0,0,2686828,10465,0,1674081,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\clang\win\clang-tidy.exe",28,0,17971900,0,1136,5172196,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\clang\win\clangd.exe",28,0,16019476,0,1128,2126266,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\cmake\cygwin\bin\cmake.exe",28,0,6184960,0,1256,8872,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\cmake\cygwin\bin\cpack.exe",28,0,6578176,0,1256,8296,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\cmake\cygwin\bin\ctest.exe",28,0,7335936,0,1256,9416,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\cmake\win\bin\cmake.exe",28,0,5577140,0,1292,841274,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\cmake\win\bin\cmcldeps.exe",28,0,658420,0,1292,173790,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\cmake\win\bin\cpack.exe",28,0,5404948,0,1292,836064,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\cmake\win\bin\ctest.exe",28,0,6085156,0,1292,914724,5
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\winbreak32.exe",0,0,28672,0,0,36,8
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\winbreak64.exe",0,0,36864,0,0,208,14
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\gdb.exe",0,1,11251712,0,0,353540,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\gdbserver.exe",0,1,319488,0,0,724,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\libgcc_s_sjlj-1.dll",0,1,106496,2999,0,32,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\libssp-0.dll",0,1,28672,361,0,28,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\libstdc++-6.dll",0,1,892928,190894,0,27160,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\libwinpthread-1.dll",0,1,57344,4261,1104,64,11
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\pyexpat.pyd",84,0,142416,80,2576,18502,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\python3.dll",84,0,0,46388,2576,46696,3
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\python36.dll",84,0,2798324,44228,2584,1081436,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\select.pyd",84,0,13836,76,2576,3144,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\sqlite3.dll",84,0,834768,7168,2176,63400,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\unicodedata.pyd",84,0,779720,88,2584,761148,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\vcruntime140.dll",56,10,69828,2324,1024,1700,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\winsound.pyd",84,0,14192,80,2584,3442,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\_asyncio.pyd",84,0,28256,80,2584,6650,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\_bz2.pyd",84,0,65320,72,2576,10280,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\_ctypes.pyd",84,0,78644,132,2576,18576,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\_decimal.pyd",84,0,170096,80,2584,14380,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\_elementtree.pyd",84,0,141192,88,2592,18352,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\_hashlib.pyd",84,0,1046192,80,2584,222508,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\_lzma.pyd",84,0,168940,76,2576,32028,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\_msi.pyd",84,0,21112,72,2576,7182,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\_multiprocessing.pyd",84,0,14816,96,2600,4662,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\_overlapped.pyd",84,0,19496,88,2584,5718,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\_socket.pyd",84,0,39472,80,2576,10152,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\_sqlite3.pyd",84,0,45360,80,2584,13922,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\bin\gdb\win\bin\_ssl.pyd",84,0,1339944,72,2576,272790,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-console-l1-1-0.dll",84,10,0,812,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-datetime-l1-1-0.dll",84,10,0,272,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-debug-l1-1-0.dll",84,10,0,284,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-errorhandling-l1-1-0.dll",84,10,0,456,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-file-l1-1-0.dll",84,10,0,4104,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-file-l1-2-0.dll",84,10,0,332,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-file-l2-1-0.dll",84,10,0,656,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-handle-l1-1-0.dll",84,10,0,352,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-heap-l1-1-0.dll",84,10,0,776,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-interlocked-l1-1-0.dll",84,10,0,392,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-libraryloader-l1-1-0.dll",84,10,0,1300,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-localization-l1-2-0.dll",84,10,0,3272,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-memory-l1-1-0.dll",84,10,0,876,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-namedpipe-l1-1-0.dll",84,10,0,660,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-processenvironment-l1-1-0.dll",84,10,0,1352,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-processthreads-l1-1-0.dll",84,10,0,2788,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-processthreads-l1-1-1.dll",84,10,0,988,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-profile-l1-1-0.dll",84,10,0,216,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-rtlsupport-l1-1-0.dll",84,10,0,788,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-string-l1-1-0.dll",84,10,0,500,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-synch-l1-1-0.dll",84,10,0,2392,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-synch-l1-2-0.dll",84,10,0,1144,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-sysinfo-l1-1-0.dll",84,10,0,1352,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-timezone-l1-1-0.dll",84,10,0,1096,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-core-util-l1-1-0.dll",84,10,0,316,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-crt-conio-l1-1-0.dll",84,10,0,1520,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-crt-convert-l1-1-0.dll",84,10,0,4590,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-crt-environment-l1-1-0.dll",84,10,0,802,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-crt-filesystem-l1-1-0.dll",84,10,0,2736,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-crt-heap-l1-1-0.dll",84,10,0,1302,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-crt-locale-l1-1-0.dll",84,10,0,1125,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-crt-math-l1-1-0.dll",84,10,0,9627,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-crt-multibyte-l1-1-0.dll",84,10,0,8436,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-crt-private-l1-1-0.dll",84,10,0,53037,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-crt-process-l1-1-0.dll",84,10,0,1400,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-crt-runtime-l1-1-0.dll",84,10,0,5172,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-crt-stdio-l1-1-0.dll",84,10,0,6753,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-crt-string-l1-1-0.dll",84,10,0,6879,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-crt-time-l1-1-0.dll",84,10,0,3005,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\api-ms-win-crt-utility-l1-1-0.dll",84,10,0,1118,1008,1008,2
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\attach.dll",28,0,14436,906,904,5290,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\awt.dll",28,0,1266080,43920,64536,348496,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\concrt140.dll",56,10,283292,19724,1032,91132,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\decora_sse.dll",28,0,76792,3176,896,12304,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\dt_shmem.dll",28,0,23504,856,912,5448,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\dt_socket.dll",28,0,16756,85,912,6069,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\fontmanager.dll",28,0,617012,2714,920,287674,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\freetype.dll",0,0,544104,7616,436,147536,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\fxplugins.dll",28,0,110352,80,896,32366,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\glass.dll",28,0,230148,7476,9776,74954,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\glib-lite.dll",28,0,430256,1632,888,234550,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\gstreamer-lite.dll",28,0,569480,792,912,128388,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\hprof.dll",28,0,145268,98,896,28530,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\instrument.dll",28,0,109004,857,920,30025,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\j2pcsc.dll",28,0,13464,692,904,3204,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\j2pkcs11.dll",28,0,51396,4214,912,11814,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\jaas_nt.dll",28,0,14716,192,904,4064,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\jabswitch.exe",28,0,25028,0,2252,10874,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\java-rmi.exe",28,0,9128,0,2432,1986,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\java.dll",28,0,121184,16018,896,39618,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\java.exe",28,0,155048,0,11844,35086,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\JavaAccessBridge-64.dll",28,0,131424,2104,1888,65592,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\javafx_font.dll",28,0,61232,5200,896,22834,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\javafx_iio.dll",28,0,143984,480,888,18428,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\javaw.exe",28,0,155036,0,11844,35070,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\java_crw_demo.dll",28,0,22776,116,928,3588,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\jawt.dll",28,0,8936,71,896,1639,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\JAWTAccessBridge-64.dll",28,0,8868,252,1888,1628,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\jdwp.dll",28,0,188160,97,896,30273,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\jfxmedia.dll",28,0,129496,4568,896,38122,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\jfxwebkit.dll",28,0,48683068,364060,1344,27765374,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\jjs.exe",28,0,9176,0,2404,2034,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\jli.dll",28,0,155004,365,888,35437,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\jpeg.dll",28,0,146940,1503,896,22767,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\jsdt.dll",28,0,13964,295,896,3031,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\jsound.dll",28,0,27384,2370,904,7378,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\jsoundds.dll",28,0,22240,1174,912,4534,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\keytool.exe",28,0,9192,0,2424,2050,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\kinit.exe",28,0,9200,0,2412,2058,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\klist.exe",28,0,9200,0,2412,2058,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\ktab.exe",28,0,9192,0,2412,2050,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\lcms.dll",28,0,196076,577,896,26321,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\management.dll",28,0,24560,6064,920,12512,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\mlib_image.dll",28,0,641432,290,920,61090,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\msvcp140.dll",56,10,579000,121448,1016,252396,7
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\msvcr100.dll",28,10,680108,42884,1016,134132,9
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\net.dll",28,0,78904,7524,888,23796,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\nio.dll",28,0,38272,10516,888,20436,6
"C:/Users/Alina\AppData\Local\JetBrains\Toolbox\apps\CLion\ch-0\182.5107.21\jre64\bin\npt.dll",28,0,13804,95,888,2847,6
